"year","country","region","wealth","quality.of.government"
2000,"DE","BADEN-WÜRTTEMBERG",29700,NA
2001,"DE","BADEN-WÜRTTEMBERG",30900,NA
2002,"DE","BADEN-WÜRTTEMBERG",31000,NA
2003,"DE","BADEN-WÜRTTEMBERG",31100,NA
2004,"DE","BADEN-WÜRTTEMBERG",31400,NA
2005,"DE","BADEN-WÜRTTEMBERG",31700,NA
2006,"DE","BADEN-WÜRTTEMBERG",33700,NA
2007,"DE","BADEN-WÜRTTEMBERG",35600,NA
2008,"DE","BADEN-WÜRTTEMBERG",36000,NA
2009,"DE","BADEN-WÜRTTEMBERG",33600,NA
2010,"DE","BADEN-WÜRTTEMBERG",36400,1.01053
2011,"DE","BADEN-WÜRTTEMBERG",38700,NA
2012,"DE","BADEN-WÜRTTEMBERG",39200,NA
2013,"DE","BADEN-WÜRTTEMBERG",39900,0.980281
2000,"DE","Stuttgart",33300,NA
2001,"DE","Stuttgart",35000,NA
2002,"DE","Stuttgart",34800,NA
2003,"DE","Stuttgart",35200,NA
2004,"DE","Stuttgart",35200,NA
2005,"DE","Stuttgart",35100,NA
2006,"DE","Stuttgart",37700,NA
2007,"DE","Stuttgart",40200,NA
2008,"DE","Stuttgart",39800,NA
2009,"DE","Stuttgart",36600,NA
2010,"DE","Stuttgart",40500,NA
2011,"DE","Stuttgart",43000,NA
2012,"DE","Stuttgart",43900,NA
2013,"DE","Stuttgart",44700,NA
2000,"DE","Karlsruhe",29600,NA
2001,"DE","Karlsruhe",30600,NA
2002,"DE","Karlsruhe",31000,NA
2003,"DE","Karlsruhe",31000,NA
2004,"DE","Karlsruhe",31500,NA
2005,"DE","Karlsruhe",32200,NA
2006,"DE","Karlsruhe",33900,NA
2007,"DE","Karlsruhe",35400,NA
2008,"DE","Karlsruhe",36300,NA
2009,"DE","Karlsruhe",34500,NA
2010,"DE","Karlsruhe",36500,NA
2011,"DE","Karlsruhe",38500,NA
2012,"DE","Karlsruhe",38700,NA
2013,"DE","Karlsruhe",39000,NA
2000,"DE","Freiburg",25600,NA
2001,"DE","Freiburg",26200,NA
2002,"DE","Freiburg",26300,NA
2003,"DE","Freiburg",26300,NA
2004,"DE","Freiburg",26700,NA
2005,"DE","Freiburg",27100,NA
2006,"DE","Freiburg",28500,NA
2007,"DE","Freiburg",29800,NA
2008,"DE","Freiburg",30600,NA
2009,"DE","Freiburg",28900,NA
2010,"DE","Freiburg",30800,NA
2011,"DE","Freiburg",32800,NA
2012,"DE","Freiburg",33100,NA
2013,"DE","Freiburg",33900,NA
2000,"DE","Tübingen",27000,NA
2001,"DE","Tübingen",27900,NA
2002,"DE","Tübingen",28000,NA
2003,"DE","Tübingen",28100,NA
2004,"DE","Tübingen",28800,NA
2005,"DE","Tübingen",29300,NA
2006,"DE","Tübingen",30800,NA
2007,"DE","Tübingen",32700,NA
2008,"DE","Tübingen",33700,NA
2009,"DE","Tübingen",31300,NA
2010,"DE","Tübingen",34100,NA
2011,"DE","Tübingen",36500,NA
2012,"DE","Tübingen",36800,NA
2013,"DE","Tübingen",37600,NA
2000,"DE","BAYERN",29700,NA
2001,"DE","BAYERN",30600,NA
2002,"DE","BAYERN",31200,NA
2003,"DE","BAYERN",30900,NA
2004,"DE","BAYERN",31800,NA
2005,"DE","BAYERN",32300,NA
2006,"DE","BAYERN",33600,NA
2007,"DE","BAYERN",35200,NA
2008,"DE","BAYERN",35500,NA
2009,"DE","BAYERN",34700,NA
2010,"DE","BAYERN",36600,0.727395
2011,"DE","BAYERN",38600,NA
2012,"DE","BAYERN",39400,NA
2013,"DE","BAYERN",40300,1.04461
2000,"DE","Oberbayern",38600,NA
2001,"DE","Oberbayern",40000,NA
2002,"DE","Oberbayern",40400,NA
2003,"DE","Oberbayern",39800,NA
2004,"DE","Oberbayern",40900,NA
2005,"DE","Oberbayern",41500,NA
2006,"DE","Oberbayern",42900,NA
2007,"DE","Oberbayern",45000,NA
2008,"DE","Oberbayern",44300,NA
2009,"DE","Oberbayern",43300,NA
2010,"DE","Oberbayern",45100,NA
2011,"DE","Oberbayern",47700,NA
2012,"DE","Oberbayern",48600,NA
2013,"DE","Oberbayern",50000,NA
2000,"DE","Niederbayern",23400,NA
2001,"DE","Niederbayern",24800,NA
2002,"DE","Niederbayern",25200,NA
2003,"DE","Niederbayern",24900,NA
2004,"DE","Niederbayern",26000,NA
2005,"DE","Niederbayern",26400,NA
2006,"DE","Niederbayern",27300,NA
2007,"DE","Niederbayern",28900,NA
2008,"DE","Niederbayern",29400,NA
2009,"DE","Niederbayern",28800,NA
2010,"DE","Niederbayern",31300,NA
2011,"DE","Niederbayern",33100,NA
2012,"DE","Niederbayern",33100,NA
2013,"DE","Niederbayern",33900,NA
2000,"DE","Oberpfalz",24800,NA
2001,"DE","Oberpfalz",25100,NA
2002,"DE","Oberpfalz",25800,NA
2003,"DE","Oberpfalz",25800,NA
2004,"DE","Oberpfalz",26400,NA
2005,"DE","Oberpfalz",27200,NA
2006,"DE","Oberpfalz",28200,NA
2007,"DE","Oberpfalz",30100,NA
2008,"DE","Oberpfalz",31200,NA
2009,"DE","Oberpfalz",30300,NA
2010,"DE","Oberpfalz",32600,NA
2011,"DE","Oberpfalz",34300,NA
2012,"DE","Oberpfalz",35000,NA
2013,"DE","Oberpfalz",35600,NA
2000,"DE","Oberfranken",22900,NA
2001,"DE","Oberfranken",23800,NA
2002,"DE","Oberfranken",23800,NA
2003,"DE","Oberfranken",23500,NA
2004,"DE","Oberfranken",24300,NA
2005,"DE","Oberfranken",24400,NA
2006,"DE","Oberfranken",26000,NA
2007,"DE","Oberfranken",27000,NA
2008,"DE","Oberfranken",27400,NA
2009,"DE","Oberfranken",27600,NA
2010,"DE","Oberfranken",29000,NA
2011,"DE","Oberfranken",30300,NA
2012,"DE","Oberfranken",31000,NA
2013,"DE","Oberfranken",31500,NA
2000,"DE","Mittelfranken",28300,NA
2001,"DE","Mittelfranken",28200,NA
2002,"DE","Mittelfranken",29200,NA
2003,"DE","Mittelfranken",29000,NA
2004,"DE","Mittelfranken",30300,NA
2005,"DE","Mittelfranken",30100,NA
2006,"DE","Mittelfranken",31100,NA
2007,"DE","Mittelfranken",32500,NA
2008,"DE","Mittelfranken",33500,NA
2009,"DE","Mittelfranken",33100,NA
2010,"DE","Mittelfranken",34600,NA
2011,"DE","Mittelfranken",36300,NA
2012,"DE","Mittelfranken",37200,NA
2013,"DE","Mittelfranken",37600,NA
2000,"DE","Unterfranken",25200,NA
2001,"DE","Unterfranken",26300,NA
